id,code,language_name,other_names,status,num_speakers,language_family,dialects,language_notes,language_notes2,countries,region,coordinates,endangered_status
2151,teb,Teteté,Eteteguaje; Tetete;,Dormant (),Ø,Tucanoan; Western Tucanoan,NA,NA,"Possibly a dialect of Siona-Secoya. Report as similar to Secoya, but intelligible only with difficulty.",Ecuador;,South America,"-.0109,-76.5966",Dormant
8509,1nl,Tetserret,NA,"Severely Endangered (100 percent certain, based on the evidence available)","<2,000",Afro-Asiatic; Berber,NA,NA,NA,Niger;,Africa,"15.406024, 6.269760",Severely Endangered
2150,0qk,Teushen,Tehuesh; Patagón; Teuéx; Teuesh; Teuesen; Chon;,Dormant (),0,Chonan; Continental Chonan,NA,NA,NA,Argentina;,South America,"-44,-69",Dormant
5881,tew,Tewa,NA,"Endangered (100 percent certain, based on the evidence available)","1,500",Kiowa-Tanoan; Tanoan,"Hano (Arizona Tewa), San Juan, Nambe, Pojoaque, Santa Clara, San Ildefonso, Tesuque,",NA,NA,USA;,North America,"36.0833333333,-106.083333333",Endangered
5285,poq,Texistepec,"Popoluca de Texistepec; Texistepec Zoque; Popoluca, Texistepec; Texistepequeño;","Critically Endangered (20 percent certain, based on the evidence available)",1,Mixe-Zoquean; Zoquean,NA,NA,NA,Mexico;,"Mexico, Central America, Caribbean","17.89, -94.81",Critically Endangered
10536,"miu, mxb",Tezoatlan Mixtec,Cacaloxtepec Mixtec; Huajuapan Mixtec; Mixteco de Cacaloxtepec; Tezoatlán Mixtec; Mixteco de Tezoatlán de Segura y Luna,"Threatened (20 percent certain, based on the evidence available)","5,540",Otomanguean; Mixtecan,Mixteco del Noroeste Central Alto; Mixteco del Noroeste Central Bajo; Mixteco del Noroeste Medio?; Mixteco del Oeste Alto?,NA,"Note on Mixtec languages: The system of classification adopted here follows the most detailed linguistic survey of Mixtec languages yet undertaken (Josserand 1983).  While other sources, such as Ethnologue (18th edition), may include as many as 52 varieties of ""Mixtec"", the Catalogue of Endangered Languages identifies 12 distinct Mixtec languages.",Mexico;,"Mexico, Central America, Caribbean","17.64, -97.81",Threatened
4837,thy,Tha,Joole Manga; Kapawa; Joole Marga;,"Threatened (20 percent certain, based on the evidence available)","1,000",Niger-Congo; Atlantic-Congo; North Volta-Congo; Gur,NA,NA,NA,Nigeria;,Africa,"9.176669, 11.170143",Threatened
5702,tcz,Thado Chin,"Thado; Thadou; Thado-Ubiphei; Thado-Pao; Kuki; Kuki-Thado; Thaadou Kuki; Chin (Thado); Chin, Thado; Thādo-pao; သာဒိုး ချင်း","Severely Endangered (20 percent certain, based on the evidence available)",unknown,Sino-Tibetan; Kukish,Thangngen; Hawkip; Sairang; Shithlou; Kaokeep; Singson; Changsen; Khongzai; Kipgen; Langiung; Baite; Jangshen,NA,NA,India;Myanmar;,South Asia;Southeast Asia,"24.4166666667,93.9166666667",Severely Endangered
1222,soa,Thai Song,Song; Thai Song Dam; Lao Song; Lao Song Dam; ลาวโซ่ง; ลาวโซ่งดำ,"Vulnerable (20 percent certain, based on the evidence available)","32,300",Tai-Kadai; Kam-Tai; Be-Tai; Tai; Southwest-Central Tai; Southwestern Tai,NA,NA,"This is Song (soa) in the Tai-Kadai language family, different from Song (1l3) in the Mon-Khmer language family though both are spoken in Thailand.",Thailand;,Southeast Asia,"13.228214,99.852433",Vulnerable
5703,ths,Thakali,Tapaang; Thaksya; Panchgaunle; Thāksya,"Threatened (20 percent certain, based on the evidence available)","7,113",Sino-Tibetan; Tamangic,Syang; Tukche; Marpha,NA,NA,Nepal;,South Asia,"29.0,83.75",Threatened
4077,dhl,Thalanyji,Dalandji; Dalendi; Djalendi; Dalaindji; Dalangi; Talandji; Talanji; Talanjee; Talaindji; Talainji; Tallainji; Tal-lainga; Tallainga; Talandi; Talangee; Taloinga;  Thalantji; Inikurdira; Jinigudira; Jinigudera; Jinigura; Jiniguri; Jarungura; Talandji-Buduna; Taliandji;Dhalandji;,"Critically Endangered (20 percent certain, based on the evidence available)",A few,Pama-Nyungan; Kanyara,NA,NA,NA,Australia;,Australia,"-22.847071,113.816528; -21.867234,114.132729; -22.631758,116.333771",Critically Endangered
5646,nki,Thangal Naga,"Khoirao; Khoirao Naga; Koirao; Kolya; Mayangkhang; Miyang-Khang; Ngari; Thangal; Thanggal; Tukaimi; Miyāng Khāng; Liyāng; Naga, Thangal","Vulnerable (20 percent certain, based on the evidence available)","<23,600",Sino-Tibetan; Zemeic,NA,NA,NA,India;,South Asia,"25.2198,94.1583",Vulnerable
4838,thf,Thangmi,Thami; Dolakha; Thāmī,"Threatened (100 percent certain, based on the evidence available)",18991,Sino-Tibetan; Newaric,Dolakhā; Sindhupālcok,NA,NA,India;Nepal;,South Asia,"27.52, 86.07; 27.47, 86.05; 27.42, 85.57; 27.44, 85.57; 27.31, 86.58; 27.48, 85.48",Threatened
2452,ssf,Thao,Sau; Sao; Shao; Chuihwan; Chui-Huan; Suihwan; Vulung; Sprache von Formosa; 邵語,"Critically Endangered (100 percent certain, based on the evidence available)",4,Austronesian; Western Plains,Brawbaw; Shtafari;,NA,NA,Taiwan;,East Asia,NA,Critically Endangered
4078,dhr,Tharrkari,Targari; Dal'gari; Tarkarri; Thargari; Tharrgari;  Tarugari; Dargari; Tarkari; Dalgari; Tarl-garri;Dhargari;,"Critically Endangered (20 percent certain, based on the evidence available)",~2,Pama-Nyungan; Mantharta,NA,NA,NA,Australia;,Australia,"-24.322071, 114.817200",Critically Endangered
1214,thm,Thavung,Aheu; Phon Soung; So; Sotawueng; Kha Tong Luang; Phonsung; So Thavung; Ahlao; Phonesoung; Kha; Tong-luang; Kha Tong Luong; Phi Taung Luang; Ka Tawng Luang; Sach; Tac-cui; Ahao,"Severely Endangered (40 percent certain, based on the evidence available)",~450,Austro-Asiatic; Vietic; Pong-Chut,NA,NA,NA,Thailand;Laos;,Southeast Asia,"17.3168,103.5142",Severely Endangered
6798,iin,Thiin,Te:n; Teen; Deen; Deenma; Denma; Dhiyin; Dhiyinma; Teenma; Tenma; Thenma; Thiinma,Dormant (),0,Pama-Nyungan; Mantharta,NA,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",NA,Australia;,Australia,"-23.644524,116.672973",Dormant
10804,NA,Tholp,Nethalp,Dormant (),0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-15.243010,167.134045;",Dormant
3447,tyl,Thu Lao,NA,"Endangered (20 percent certain, based on the evidence available)",200,Tai-Kadai; Kam-Tai; Be-Tai; Tai; Southwest-Central Tai; Central Tai; Tay,NA,NA,NA,Vietnam;,Southeast Asia,NA,Endangered
5101,tdh,Thulung,Rai; Thulunge Rai; Thulu Luwa; Thululoa; Thulung La; Tholong Lo; Thulung Jemu; Toaku Lwa,"Severely Endangered (100 percent certain, based on the evidence available)",~1000,Sino-Tibetan; Kiranti,Eastern Thulung; Southern Thulung; Central Thulung; Northern Thulung; Lannachyo,NA,NA,India;Nepal;,South Asia,"27.4166666667,86.5",Severely Endangered
5704,ctd,Tiddim Chin,"Chin, Tedim; Tedim; Tiddim; Chin (Tiddim); Chin (Tedim); Kamhau; တီးတိန်ချင်း","At risk (20 percent certain, based on the evidence available)",">100,000",Sino-Tibetan; Kukish,Sokte; Kamhau,NA,NA,India;Myanmar;,South Asia;Southeast Asia,"23.3333333333,93.6666666667",At Risk
4836,tia,Tidikelt Tamazight,Tidikelt; Tamazight; Tidikelt Berber;,"Threatened (20 percent certain, based on the evidence available)","9,000",Afro-Asiatic; Berber,Tit; Tidikelt;,NA,NA,Algeria;,Africa,"26.8828, 2.5488",Threatened
3818,tiq,Tiéfo,Foro; Tyefo; Tyeforo; Kiefo; Tiefo,"Endangered (100 percent certain, based on the evidence available)","~1,000",Niger-Congo; Atlantic-Congo; North Volta-Congo; Gur,Noumoudara-Koumoudara; Dramandougou-Nyarafo;,NA,NA,Burkina Faso;,Africa,NA,Endangered
10677,tif,Tifal,Tifalmin,"Threatened (20 percent certain, based on the evidence available)","2,800",Trans-New Guinea; Ok; Mountain Ok,NA,NA,NA,Papua New Guinea;,Pacific,"-5.04, 141.29",Threatened
9129,txq,Tii,Rote; Roti; Rotinese; Rote Barat; Western Rote; Thie; Ti,"Vulnerable (20 percent certain, based on the evidence available)","20,000",Austronesian; Malayo-Polynesian; Timor,NA,NA,NA,Indonesia;,Southeast Asia,"-10.84, 122.96",Vulnerable
2148,tca,Tikuna,Ticuna; Tucuna; Tukuna; Tukúna; Magüta;,"Vulnerable (20 percent certain, based on the evidence available)","50,102",Tikuna-Yurí,NA,NA,NA,Brazil;Peru;Colombia;,South America,"-4.0,-70.5",Vulnerable
4936,otl,Tilapa Otomí,"Otomí; Othomí; Otomi, Tilapa; Otomi;","Endangered (20 percent certain, based on the evidence available)",400,Otomanguean; Otopamean,Ixtenco Otomí; Tilapa Otomí; Jalisco Otomí; Western Otomí; Northeast Otomí; Northwestern Otomí;,NA,"Ethnologue has 9 Otomí languages:
Otomi, Eastern Highland  [otm] 
Otomi, Estado de México  [ots] 
Otomi, Ixtenco  [otz] 
Otomi, Mezquital  [ote] 
Otomi, Querétaro  [otq] 
Otomi, Temoaya  [ott] 
Otomi, Tenango  [otn] 
Otomi, Texcatepec  [otx 
Otomi, Tilapa  [otl].
INALI also has 9 ""variantes"" of Otomí. 
",Mexico;,"Mexico, Central America, Caribbean","18.8923,-99.2986",Endangered
4834,tij,Tilung,Tiling; Tilling; Tilung Blama,"Critically Endangered (100 percent certain, based on the evidence available)",7,Sino-Tibetan; Kiranti,Dorunkecha; Choskule,NA,NA,Nepal;,South Asia,"27.1501,86.5077",Critically Endangered
1439,tms,Tima,Lomorik; Lomuriki; Tamanik; Yibwa; Domurik;,"Threatened (20 percent certain, based on the evidence available)","<5,000",Niger-Congo; Katla-Tima,NA,NA,NA,Sudan;,Africa,"11.6666666667, 29.25",Threatened
4483,lbf,Tinani,Gondhla; Gondla; Lahauli; Lahouli; Lahuli; Rangloi; Teenan; Tinan Lahuli,"Threatened (20 percent certain, based on the evidence available)",NA,Sino-Tibetan; Tibeto-Kanauri,NA,NA,NA,India;China;,South Asia;East Asia,"32.3333333333,77.1666666667",Threatened
3039,tin,Tindi,Tindal; Tindin; тиндийский язык; тиндальский язык; идеринский язык; идаринский язык; идараб мицци; Idarab mittsi;,"Threatened (20 percent certain, based on the evidence available)","4,000-6,000",Northeast Caucasian; Daghestanian; Andic,NA,"The Tindi language belongs to the Andi subgroup of the northwestern group of Dagestan languages (Avar-Ando-Dido). Tindis call their language Idarab mitstsi -- 'the language of the Idar village'. It is closely related to the languages of Chamalal and Bagulal. Two dialects, Tindi and Angida-Aknada, can be distinguished. (The Red Book of the Peoples of the Russian Empire)",NA,Russia;,Caucasus;Europe;East Asia,"42.3666666667,46.25",Threatened
2146,tit,Tinigua,Tiniguan; Tiniwa; Tiniguas; Timigua;,"Critically Endangered (20 percent certain, based on the evidence available)",1,Tiniguan,NA,NA,NA,Colombia;,South America,"2.3833,-73.6413",Critically Endangered
2153,dih-tip,Tipai,Tiipay (Jamul); Mexican Diegueño; Kamia;,"Severely Endangered (20 percent certain, based on the evidence available)",~100,Cochimi-Yuman; Yuman,Ha'a; San Jose de la Zorra; Neji; Cuyapaipe; Manzanita; La Huerta; San José; Jamul;,NA,Emergent language in the  Diegueño complex of Yuman dialects.,USA;Mexico;,"North America;Mexico, Central America, Caribbean","32.6049,-116.4678; 32,-116.1166",Severely Endangered
3509,tra,Tirahi,Tirāhī; Dardu;,Dormant (),0,Indo-European; Indo-Iranian; Indo-Aryan; Northwestern Zone,NA,NA,NA,Afghanistan;,Near East,"34.3139,70.3729",Dormant
8738,tde,Tiranige Diga,Tiranige; Duleri; Duleri Dom; Tiranige Diga Dogon,"Threatened (20 percent certain, based on the evidence available)","4,200",Niger-Congo; Dogon; West Dogon,NA,NA,NA,Mali;,Africa,"15, -3",Threatened
10817,mme,Tirax,"Mae, Dirak","Endangered (20 percent certain, based on the evidence available)",1000,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-16.011314,167.264440;",Endangered
4480,lax,Tiwa,Lalung; Dowyan,"Vulnerable (20 percent certain, based on the evidence available)",27072,Sino-Tibetan; Brahmaputran,NA,NA,NA,India;,South Asia,"25.7801,92.5927",Vulnerable
2574,tiw,Tiwi,Tunuvivi; Diwi; Wonga:k; Wongak; Wunuk; Ni-mara; Woranguwe;,"Threatened (20 percent certain, based on the evidence available)","1,500",Isolate,NA,NA,NA,Australia;,Australia,"-11.6788294, 130.8353696",Threatened
5560,0gq,Tjungundji,NA,"Severely Endangered (20 percent certain, based on the evidence available)",10,Pama-Nyungan; Paman,NA,NA,NA,Australia;,Australia,NA,Severely Endangered
7069,1kp,Tjupany,Tjupany;,"Severely Endangered (20 percent certain, based on the evidence available)",10,Pama-Nyungan; Wati,NA,NA,NA,Australia;,Australia,NA,Severely Endangered
3514,tpt,Tlachichilco Tepehua,"Tepehua, Tlachichilco; TlachichilcoTepewa;","Threatened (20 percent certain, based on the evidence available)","3,000",Totonacan; Tepehua,"Tlachichilco, Tierra Colorada, Chintipan, Tecomajapa",NA,"Ethnologue distinguishes 3 Tepehua languages:
Tepehua, Huehuetla  [tee]	
Tepehua, Pisaflores  [tpp]	
Tepehua, Tlachichilco [tpt].
INALI also distinguishes 3 ""variantes"" of Tepehua.

The categorization adopted here is that of Carolyn MacKay and Frank Trechsel.",Mexico;,"Mexico, Central America, Caribbean","20.5833333333,-98.25",Threatened
9070,"zab, ztt, ztj, zaw, zaq, zpf",Tlacolula,NA,NA,NA,Otomanguean; Zapotecan,NA,1 of approx. 7 Central Zapotec languages.,NA,Mexico;,"Mexico, Central America, Caribbean",NA,unknown
3125,zpk,Tlacolulita Zapotec,"Southeastern Yautepec Zapotec, Zapoteco de Asunción Tlacolulita","Endangered (20 percent certain, based on the evidence available)",140,Otomanguean; Zapotecan,NA,NA,"Ethnologue list 57 Zapotec languages. INALI gives 62 ""variantes"" of Zapoteco. The exact number of distinct languages that need to be recognized is unclear. For most linguists the number is much lower, between 4 and 10.",Mexico;,"Mexico, Central America, Caribbean","16.3,-95.7166",Endangered
3513,"tpx, tpc, tcf, tpl",Tlapanec,"Tlappanec; Tlapaneco; Tlapanec, Me'pa; Me'phaa; Tlapaneko; Tlapaneco;","At risk (20 percent certain, based on the evidence available)","120,072",Otomanguean; Tlapanec-Subtiaba,"Acatepec, Azoyú, Malinaltepec, Tlacoapa",NA,"Ethnologue has 4 Tlapanec languages:
Me’phaa, Acatepec  [tpx]	 Me’phaa, Azoyú  [tpc]	 Me’phaa, Malinaltepec  [tcf]	 Me’phaa, Tlacoapa [tpl].",Mexico;,"Mexico, Central America, Caribbean","16.7325, -98.6034; 17.2624, -98.7482; 17.4101, -99.2423; 17.8135, -98.604",At Risk
850,tli,Tlingit,Łingít; Tlinkit; Thlinget; Inland Tlingit; Lingit; Kolosch; Kolosh,"Critically Endangered (80 percent certain, based on the evidence available)",200,Athabaskan-Eyak-Tlingit; Tlingit,Tongass; Southern Sanya; Southern Henya; Transitional; Northern; Inland,NA,NA,USA;Canada;,North America,"59.6200000, -132.8700000",Critically Endangered
3517,toz,To,NA,Dormant (),0,Niger-Congo; Atlantic-Congo; North Volta-Congo; Adamawa,NA,NA,NA,Cameroon;,Africa,NA,Dormant
2143,tob,Toba,Qom; Toba Qom; Toba Sur; Namqom,"Vulnerable (20 percent certain, based on the evidence available)","31,593",Guaicuruan,NA,NA,NA,Argentina;Paraguay;,South America,"-26.5, -59.0",Vulnerable
2794,tti,Tobati,Jotafa; Yotafa; Yautefa; Humboldt Jotafa; Jayapura; Enggros; Tobwadic,"Severely Endangered (40 percent certain, based on the evidence available)",<100,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,NA,NA,NA,Indonesia;,Southeast Asia,"-2.58333333333,140.666666667",Severely Endangered
2451,tox,Tobian,Tobi; Hatohobei;,"Severely Endangered (20 percent certain, based on the evidence available)",22,Austronesian; Malayo-Polynesian; Oceanic; Micronesian,NA,NA,NA,Palau;,Pacific,"2.9594,131.8084",Severely Endangered
5115,taz,Tocho,Toicho; Tacho;,"Threatened (20 percent certain, based on the evidence available)","3,800",Niger-Congo; Talodi,NA,NA,NA,Sudan;,Africa,"10.8764, 30.1135",Threatened
5103,tcx,Toda,Todi; Tuda,"Endangered (20 percent certain, based on the evidence available)","~1,000",Dravidian; South Dravidian,NA,NA,NA,India;,South Asia,"11.4166666667,76.75",Endangered
2365,kim,Tofa,Karagas; Tofalar; тофаларский язык; Tofaca; Tofa Türkçesi; Тоъфа дыл; Tòfa dıl;,"Critically Endangered (60 percent certain, based on the evidence available)",~40,Turkic; South Siberian,NA,"The surviving Kamas language belongs to the Uighur-Tüküi group of the Turkic languages, related to Khakass and, in particular, to its Kyzyl dialect. Characteristically, there is a strong Samoyedic substratum. (The Red Book of the Peoples of the Russian Empire)",NA,Russia;,Caucasus;Europe;East Asia,"53.75,98.0",Critically Endangered
2795,tlg,Tofanma,Tofamna;,"Vulnerable (60 percent certain, based on the evidence available)",251,Namla-Tofanma,NA,NA,NA,Indonesia;,Southeast Asia,"-3.5675,140.7925",Vulnerable
842,toj,Tojolabal,tojolab'al,"Threatened (20 percent certain, based on the evidence available)",NA,Mayan; Q'anjob'alan-Chujean,NA,NA,NA,Mexico;,"Mexico, Central America, Caribbean","16.3333333333,-91.5",Threatened
3543,tkl,Tokelauan,Tokelau; Fakaafo;,"Threatened (20 percent certain, based on the evidence available)","Fewer than 8,000",Austronesian; Malayo-Polynesian; Oceanic; Polynesian,NA,NA,NA,New Zealand;Tokelau;,Pacific,"-9.383, -171.224; -9.189, -171.818; -8.57, -172.501; -36.865, 174.776",Threatened
5334,rga,Toksiki,Soisoru; Roria; Mores,"Severely Endangered (20 percent certain, based on the evidence available)",75,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-15.3583,166.8988",Severely Endangered
2055,jic,Tol,Eastern Jicaque; Tolpan; Jicaque; Xicaque; Western Tol; Cicaque; Hicaque; Ikake; Taguaca; Tauhca; Torrupan;,"Endangered (20 percent certain, based on the evidence available)",250,Jicaquean,NA,NA,NA,Honduras;,"Mexico, Central America, Caribbean","14.6666666667,-87.0",Endangered
2450,tlm,Tolomako,Tolomako-Jereviu; Big Bay; Marina;,"Endangered (60 percent certain, based on the evidence available)",<450,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-15.1834,166.8438",Endangered
855,tol,Tolowa,Smith River; Chetco-Tolowa; Tolowa-Chetco; Smith River Athabaskan; Chetco; Siletz Dee-ni,Awakening (),NA,Athabaskan-Eyak-Tlingit; Athabaskan; Pacific Coast Athabaskan,Chetco; Tolowa,NA,NA,USA;,North America,"41.9566,-124.1915",Awakening
2796,tdi,Tomadino,NA,"Endangered (20 percent certain, based on the evidence available)",600,Austronesian; Malayo-Polynesian; Celebic; Bungku-Tolaki,NA,NA,NA,Indonesia;,Southeast Asia,"-2.5836,121.9729",Endangered
2797,ttp,Tombelala,NA,"Threatened (20 percent certain, based on the evidence available)","1,100",Austronesian; Malayo-Polynesian; Celebic; Kaili-Pamona,Mbelala;,NA,NA,Indonesia;,Southeast Asia,"-2.5315,121.9454",Threatened
2793,txm,Tomini,Tiadje; Tialo; Mouton;,"Threatened (100 percent certain, based on the evidence available)",~30000,Austronesian; Malayo-Polynesian; Celebic; Tomini-Tolitoli,NA,NA,NA,Indonesia;,Southeast Asia,NA,Threatened
8709,tst,Tondi Songway Kiini,TSK,"Threatened (20 percent certain, based on the evidence available)","3,000",Songhay,NA,NA,NA,Mali;,Africa,"15.101295, -2.771507",Threatened
3524,tnw,Tonsawang,Tombatu;,"Vulnerable (20 percent certain, based on the evidence available)","20,000",Austronesian; Malayo-Polynesian; Minahasan,NA,NA,NA,Indonesia;Solomon Islands;,Southeast Asia;Pacific,"-11.6986,166.9111",Vulnerable
2140,trz,Torá,Tora; Toraz;,Dormant (),0,Chapacuran; Southern Chapacuran,NA,NA,NA,Brazil;,South America,"-6.6646,-61.4135",Dormant
582,trj,Toram,Torom; Torum;,"Threatened (20 percent certain, based on the evidence available)","<4,000",Afro-Asiatic; Chadic; East Chadic,NA,NA,NA,Chad;,Africa,"11.1581, 19.6023",Threatened
2139,tno,Toromona,Toromono,Dormant (),0?,Pano-Tacanan; Tacanan,NA,NA,"Crevels (2012: 174): Today it is still not clear whether the group [Toromona, [tno]] perished during the rubber boom or retired to inaccessible parts of the rainforest. There are rumors about a mysterious group wandering through the forest south of the Araona territory in Puerto Araona (province of Iturralde, La Paz department). It remains a mystery whether this actually is the Toromona “ghost” group or another group.

Rodríguez Bazán (2000: 136) considers Toromona an unclassified language whose speakers have not yet been contacted by non-Indians. (Cited in Campbell 2012:148).

Ethnologue (2013): It is not clear whether this group [Toromona, [tno]] exists; they have never been contacted. There are rumors concerning an uncontacted group of Araona.",Bolivia;,South America,"-12.711767,-68.248586",Dormant
10289,tcs,Torres Strait Creole,Torres Strait Pidgin; Lockhart Creole; Torres Strait Broken; West Torres; Cape York Creole; Yumplatok; Ap-Ne-Ap; Blaik; Creole,"Vulnerable (80 percent certain, based on the evidence available)",~6000,Pidgin or Creole; English based,Modern Langus; Ap-Ne-Ap,NA,NA,Australia;,Australia,"-10.544521, 142.253666",Vulnerable
3501,trw,Torwali,Torwālī; Turvali; Dardu,"Vulnerable (100 percent certain, based on the evidence available)","80,000",Indo-European; Indo-Iranian; Indo-Aryan; Northwestern Zone,Bahrain; Chail,NA,NA,Pakistan;,South Asia,"34.25,72.0",Vulnerable
3451,txo,Toto,Tōtō,"Threatened (20 percent certain, based on the evidence available)","1,400",Sino-Tibetan; Dhimalish,NA,NA,NA,India;,South Asia,"26.6867,89.5056",Threatened
2488,txe,Totoli,Tontoli; Tolitoli; Gage;,"Endangered (100 percent certain, based on the evidence available)",~7500,Austronesian; Malayo-Polynesian; Celebic; Tomini-Tolitoli,NA,NA,NA,Indonesia;,Southeast Asia,NA,Endangered
3540,"toc, tlp, tos, top, tcw, tku, tqt, too, tlc",Totonac,NA,"At risk (20 percent certain, based on the evidence available)","244,033",Totonacan; Totonac,NA,NA,"Ethnologue distinguishes 9 Totonac languages: 
Totonac, Coyutla [toc] 
Totonac, Filomena Mata-Coahuitlán [tlp] 
Totonac, Highland [tos] 
Totonac, Papantla [top] 
Totonac, Tecpatlán [tcw] 
Totonac, Upper Necaxa [tku] 
Totonac, Ozumatlán [tqt] 
Totonac, Xicotepec de Juárez [too] 
Totonac, Yecuatla [tlc] 
",Mexico;,"Mexico, Central America, Caribbean","19.865, -96.7755; 20.1644, -97.6927; 20.1766, -98.0527; 20.4477, -97.32",At Risk
7589,mto,Totontepec Mixe,"Northern Highland Mixe, Ayuk, Northwestern Mixe","Threatened (20 percent certain, based on the evidence available)","5,200",Mixe-Zoquean; Mixean,NA,NA,"Totontepec Mixe is an ""emergent language"", belonging to Oaxaca Mixe.",Mexico;,"Mexico, Central America, Caribbean",NA,Threatened
3495,ttk,Totoró,Totoro; Polindara,Dormant (),Ø,Barbacoan; Northern Barbacoan,NA,NA,"Ethnologue mistakenly classifies Totoro (and 5 other Coconuco ""languages"") as Paezan, rather than Barbacoan.",Colombia;,South America,"2.504,-76.4016",Dormant
10811,tqu,Touo,NA,"Threatened (20 percent certain, based on the evidence available)","1,870",Isolate,NA,NA,"Touo is sometimes grouped with the other Central Solomons languages and beyond (Wurm 1973b) but closer inspection shows that a genealogical relation is not demonstrable (Dunn and Terrill 2012, Terrill 2011)"" (Hammarström, forthcoming).",Papua New Guinea;,Pacific,NA,Threatened
3494,ttn,Towei,Towe,"Endangered (20 percent certain, based on the evidence available)",~115,Pauwasi,NA,NA,NA,Indonesia;,Southeast Asia,"-3.87, 140.80",Endangered
3505,trm,Tregami,Trigami; Tregāmī; Gambīrī; Gambiri,"Threatened (20 percent certain, based on the evidence available)","1,000",Indo-European; Indo-Iranian; Nuristani,NA,NA,NA,Afghanistan;,Near East,"34.9017,70.9085",Threatened
6990,lst,Trinidad and Tobago Sign Language,Trinidad Sign Language; TTSL; TSL;,"Threatened (20 percent certain, based on the evidence available)","2,000",Sign Language; South American,NA,NA,NA,Trindad and Tobago;,"Mexico, Central America, Caribbean",NA,Threatened
2909,trn,Trinitario,Trimitarios; Moxo; Moxos; Mojos;,"Threatened (20 percent certain, based on the evidence available)","3,140",Arawakan; Southern Arawakan; Southern Outlier,Loreto; Javierano;,NA,"Aikhenvald (1999a: 67) lists Moxo and Ignaciano as alternative names for the same language.  Ethnologue lists Mojo as an alternative name for Ignaciano, with Trinitario as a dialect with limited intelligibility, but also lists Trinitario as a separate language with the dialects Loreto [Loretano] and Javierano.)",Bolivia;,South America,"-15.699319,-64.980583",Threatened
2137,tri,Trió,Tiríyo; Tiriyó; Trio; Pianakoto; Tiriyo;,"Threatened (20 percent certain, based on the evidence available)","2,456",Cariban; Guianan,Pianokotó (probably extinct),NA,NA,Brazil;Suriname;,South America,"3.25,-55.75",Threatened
6193,"trs, trc, trq",Triqui,NA,"Vulnerable (20 percent certain, based on the evidence available)","25,883",Otomanguean; Mixtecan,NA,NA,"Ethnologue has 3 Triqui languages:
Triqui, Chicahuaxtla  [trs]
Triqui, Copala [trc]
Triqui, San Martín Itunyoso [trq].
INALI gives 4 ""variantes"" of Triqui.",Mexico;,"Mexico, Central America, Caribbean",NA,Vulnerable
1251,kuf-tri,Triw,Triw,"Threatened (20 percent certain, based on the evidence available)","<1,328",Austro-Asiatic; Katuic; Katu,NA,NA,NA,Laos;,Southeast Asia,"15.6833, 107.2",Threatened
2132,tpy,Trumai,Trumaí; Tramalhy;,"Critically Endangered (80 percent certain, based on the evidence available)",50,Isolate; South American,NA,NA,NA,Brazil;,South America,"-11.9166666667,-53.5833333333",Critically Endangered
2690,tsb,Ts'amay,Tsamai; S'amai; Tamaha; Tsamako; Tsamakko; Bago S'aamakk-Ulo; Kuile; Kule; Cule; Tsamay; Tsemay;,"Threatened (20 percent certain, based on the evidence available)","8,621",Afro-Asiatic; Cushitic; Lowland East Cushitic,NA,NA,NA,Ethiopia;,Africa,"5.4382, 37.2463",Threatened
4570,1iy,Ts'ixa,Ts'exa,"Endangered (60 percent certain, based on the evidence available)",~180,Khoe; Kalahari,NA,NA,The Shua language Ts'exa. Very little is known about it.  Potentially a dialect of Shua [shg].,Botswana;,Africa,"-19.088076, 24.301758",Endangered
2131,cof,Tsafiki,Colorado; Tsachila; Colima; Campaz; Tsáchela; Tsafiqui; Tsáfiki;,"Threatened (20 percent certain, based on the evidence available)","1,872",Barbacoan; Southern Barbacoan,NA,NA,NA,Ecuador;,South America,"-1.0,-79.3333333333",Threatened
3034,tkr,Tsakhur,Tsaxur; Caxur; цахурский язык; Saxur dili; წახური ენა; цӀаӀхна миз; cʼäxna miz; Sakhur; Tsakhury; Tsakhar;,"Vulnerable (80 percent certain, based on the evidence available)","~19,000",Northeast Caucasian; Daghestanian; Lezgic,Mikik; Kirmico-Lek; Misles;,The Tsakhur language belongs to the southeastern group of the Lezgi-Samur branch of Dagestan languages. (The Red Book of the Peoples of the Russian Empire),NA,Russia;Azerbaijan;,Caucasus;Europe;East Asia,"41.6666666667,47.1666666667",Vulnerable
